ID,MEDIA,PE
1,2.1,40
2,2.6,"46,66666667"
3,0.3,20
4,5.0,"73,33333333"
5,7.8,"66,66666667"
6,2.7,"66,66666667"
7,2.8,"46,66666667"
8,5.0,"73,33333333"
9,5.0,60
10,0.6,20
11,0.2,"26,66666667"
12,9.2,80
13,1.0,"46,66666667"
14,2.1,"86,66666667"
15,3.6,60
16,2.0,40
17,9.0,"93,33333333"
18,8.7,100
19,0.1,"6,666666667"
20,7.0,"66,66666667"
21,2.9,80
22,3.6,80
23,4.2,"73,33333333"
24,3.1,80
25,3.6,"93,33333333"
26,0.6,20
27,7.1,"26,66666667"
