ID,MEDIA,PE
1,2.1,40.0
2,2.6,46.66666667
3,0.3,20.0
4,5.0,73.33333333
5,7.8,66.66666667
6,2.7,66.66666667
7,2.8,46.66666667
8,5.0,73.33333333
9,5.0,60.0
10,0.6,20.0
11,0.2,26.66666667
12,9.2,80.0
13,1.0,46.66666667
14,2.1,86.66666667
15,3.6,60.0
16,2.0,40.0
17,9.0,93.33333333
18,8.7,100.0
19,0.1,6.666666667
20,7.0,66.66666667
21,2.9,80.0
22,3.6,80.0
23,4.2,73.33333333
24,3.1,80.0
25,3.6,93.33333333
26,0.6,20.0
27,7.1,26.66666667
