ID,MEDIA,PE
1,7.1,61.54
2,6.6,76.92
3,5,7.69
4,6.6,7.69
5,7.9,7.69
6,8,92.31
7,7.6,53.85
8,4,15.38
9,3.3,23.08
10,7.6,38.46
11,7,92.31
12,6,69.23
13,7.2,92.31
14,9.1,92.31
15,4.2,76.92
16,5,76.92
17,5,69.23
18,5.4,84.62
19,7.4,69.23
20,2.5,7.69
21,6.1,15.38
22,7,15.38
23,3.4,15.38
24,5.1,46.15
25,5,61.54
26,3.2,38.46
27,6.2,7.69
28,6.8,76.92
29,6.3,61.54
30,8.8,46.15
31,0,30.77
